Key,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,PRIMARY_PROGRAM_IND,CAMPUS,CAMPUS_DESC,COLLEGE,COLLEGE_DESC,MAJOR,MAJOR_DESC,STUDENT_CLASSIFICATION_BOAP,STUDENT_CLASS_BOAP_DESC,STUDENT_STATUS,ENROLLED_IND,REGISTERED_IND
964720,201920,Spring 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,06,Junior: 75 - 89 hours,AS,Y,Y
964823,201920,Spring 2019,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,04,Sophomore: 45 - 59 hours,AS,Y,Y
964836,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,METC,Mechanical Engr Technology,04,Sophomore: 45 - 59 hours,AS,Y,Y
964900,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,07,Senior 90 - 104 hours,AS,Y,Y
964914,202020,Spring 2020,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,07,Senior 90 - 104 hours,AS,Y,Y
964925,202010,Fall 2019,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,07,Senior 90 - 104 hours,AS,Y,Y
965048,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,CSEC,Cybersecurity,03,Sophomore: 30 - 44 hours,IS,N,N
965159,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,IDSC,Interdisciplinary Science,07,Senior 90 - 104 hours,AS,Y,Y
965182,202110,Fall 2020,Y,PWL,West Lafayette,HH,College of Health & Human Sci,PUBH,Public Health,08,Senior 105+ hours,AS,Y,Y
965182,202110,Fall 2020,N,PWL,West Lafayette,S,College of Science,NRPH,Neurobiology & Physiology,08,Senior 105+ hours,AS,Y,Y
965243,202010,Fall 2019,Y,PWL,West Lafayette,M,School of Management,FINC,Finance,07,Senior 90 - 104 hours,AS,Y,Y
965243,202010,Fall 2019,N,PWL,West Lafayette,PI,Polytechnic Institute,AVMG,Aviation Management,07,Senior 90 - 104 hours,AS,Y,Y
965244,201920,Spring 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,04,Sophomore: 45 - 59 hours,AS,Y,Y
965306,202020,Spring 2020,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,06,Junior: 75 - 89 hours,AS,Y,Y
965417,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AVMG,Aviation Management,06,Junior: 75 - 89 hours,AS,Y,Y
965423,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,06,Junior: 75 - 89 hours,AS,Y,Y
965436,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,TIET,Industrial Engineering Tech,05,Junior: 60 - 74 hours,AS,Y,Y
965436,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,TIET,Industrial Engineering Tech,06,Junior: 75 - 89 hours,AS,Y,Y
965472,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,CS,Computer Science,08,Senior 105+ hours,AS,Y,Y
965566,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,04,Sophomore: 45 - 59 hours,AS,Y,Y
965645,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,06,Junior: 75 - 89 hours,AS,Y,Y
965653,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,CM,Construction Management,03,Sophomore: 30 - 44 hours,AS,Y,Y
965663,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,07,Senior 90 - 104 hours,AS,Y,Y
965762,201920,Spring 2019,Y,PWL,West Lafayette,A,College of Agriculture,AQSC,Aquatic Sciences,05,Junior: 60 - 74 hours,AS,Y,Y
965814,201920,Spring 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,04,Sophomore: 45 - 59 hours,AS,Y,Y
965848,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,06,Junior: 75 - 89 hours,AS,Y,Y
965879,202010,Fall 2019,Y,PWL,West Lafayette,S,College of Science,CS,Computer Science,06,Junior: 75 - 89 hours,AS,Y,Y
965880,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,AVFT,Prof Flight Technology,05,Junior: 60 - 74 hours,AS,Y,Y
965883,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,AENT,Aeronautic Engr Technology,05,Junior: 60 - 74 hours,AS,Y,Y
965951,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,KINE,Kinesiology,06,Junior: 75 - 89 hours,AS,Y,Y
965972,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,ANIM,Animation,05,Junior: 60 - 74 hours,AS,Y,Y
965976,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,METC,Mechanical Engr Technology,04,Sophomore: 45 - 59 hours,AS,Y,Y
966148,202110,Fall 2020,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,08,Senior 105+ hours,AS,Y,Y
966355,201920,Spring 2019,Y,PWL,West Lafayette,LA,College of Liberal Arts,IFMV,Interdisc Film/Video,04,Sophomore: 45 - 59 hours,AS,Y,Y
966364,201920,Spring 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,04,Sophomore: 45 - 59 hours,AS,Y,Y
966493,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,NUSC,Nutrition Science,05,Junior: 60 - 74 hours,AS,Y,Y
966519,201920,Spring 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,KINE,Kinesiology,04,Sophomore: 45 - 59 hours,AS,Y,Y
966524,202110,Fall 2020,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,07,Senior 90 - 104 hours,AS,Y,Y
966552,201920,Spring 2019,Y,PWL,West Lafayette,A,College of Agriculture,FDSC,Food Science,05,Junior: 60 - 74 hours,AS,Y,Y
966556,202020,Spring 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,METC,Mechanical Engr Technology,06,Junior: 75 - 89 hours,AS,Y,Y
966579,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,WEPD,Web Programming & Design,04,Sophomore: 45 - 59 hours,AS,Y,Y
966627,201920,Spring 2019,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,04,Sophomore: 45 - 59 hours,AS,Y,Y
966653,201920,Spring 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,06,Junior: 75 - 89 hours,AS,Y,Y
966659,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,NENT,Network Engineering Tech,05,Junior: 60 - 74 hours,AS,Y,Y
966709,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,CM,Construction Management,04,Sophomore: 45 - 59 hours,AS,Y,Y
966770,202020,Spring 2020,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,08,Senior 105+ hours,IS,N,N
966782,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,WEPD,Web Programming & Design,03,Sophomore: 30 - 44 hours,AS,Y,Y
966845,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,CM,Construction Management,04,Sophomore: 45 - 59 hours,AS,Y,Y
966869,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,METC,Mechanical Engr Technology,04,Sophomore: 45 - 59 hours,AS,Y,Y
966873,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,CNIT,Computer & Information Tech,05,Junior: 60 - 74 hours,AS,Y,Y
966893,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,RADH,Radiological Health Sciences,05,Junior: 60 - 74 hours,AS,Y,Y
966911,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,CM,Construction Management,04,Sophomore: 45 - 59 hours,AS,Y,Y
967026,202010,Fall 2019,Y,PWL,West Lafayette,S,College of Science,CS,Computer Science,06,Junior: 75 - 89 hours,AS,Y,Y
967111,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,AUAS,Unmanned Aerial Systems,05,Junior: 60 - 74 hours,AS,Y,Y
967185,201920,Spring 2019,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,07,Senior 90 - 104 hours,AS,Y,Y
967185,201920,Spring 2019,N,PWL,West Lafayette,A,College of Agriculture,DSPG,Deans Scholar Program,07,Senior 90 - 104 hours,AS,Y,Y
967219,202110,Fall 2020,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,07,Senior 90 - 104 hours,AS,Y,Y
967252,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,ASET,Automation & Sys Engr Tech,05,Junior: 60 - 74 hours,AS,Y,Y
967252,202010,Fall 2019,N,PWL,West Lafayette,M,School of Management,ENTR,Entrepreneur & Innovation,05,Junior: 60 - 74 hours,AS,Y,Y
967263,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,06,Junior: 75 - 89 hours,AS,Y,Y
967275,201920,Spring 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,05,Junior: 60 - 74 hours,AS,Y,Y
967311,201920,Spring 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,02,Freshman: 15 - 29 hours,AS,Y,Y
967355,201920,Spring 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,KINE,Kinesiology,06,Junior: 75 - 89 hours,AS,Y,Y
967464,202020,Spring 2020,Y,PWL,West Lafayette,S,College of Science,CS,Computer Science,05,Junior: 60 - 74 hours,AS,Y,Y
967464,202020,Spring 2020,N,PWL,West Lafayette,M,School of Management,ENTR,Entrepreneur & Innovation,05,Junior: 60 - 74 hours,AS,Y,Y
967465,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,CM,Construction Management,05,Junior: 60 - 74 hours,AS,Y,Y
967465,201920,Spring 2019,N,PWL,West Lafayette,M,School of Management,ENTR,Entrepreneur & Innovation,05,Junior: 60 - 74 hours,AS,Y,Y
967467,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,MICR,Microbiology,08,Senior 105+ hours,AS,Y,Y
967499,202020,Spring 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AVFT,Prof Flight Technology,07,Senior 90 - 104 hours,AS,Y,Y
967547,201920,Spring 2019,Y,PWL,West Lafayette,M,School of Management,IMEN,IM/Engineering,05,Junior: 60 - 74 hours,AS,Y,Y
967571,201920,Spring 2019,Y,PWL,West Lafayette,A,College of Agriculture,FDSC,Food Science,05,Junior: 60 - 74 hours,AS,Y,Y
967838,201920,Spring 2019,Y,PWL,West Lafayette,A,College of Agriculture,FDSC,Food Science,04,Sophomore: 45 - 59 hours,AS,Y,Y
967856,201920,Spring 2019,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,05,Junior: 60 - 74 hours,AS,Y,Y
967860,201920,Spring 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,05,Junior: 60 - 74 hours,AS,Y,Y
967862,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,WEPD,Web Programming & Design,05,Junior: 60 - 74 hours,AS,Y,Y
967903,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,07,Senior 90 - 104 hours,AS,Y,Y
967922,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,06,Junior: 75 - 89 hours,AS,Y,Y
968012,201920,Spring 2019,Y,PWL,West Lafayette,S,College of Science,ACSC,Actuarial Science,05,Junior: 60 - 74 hours,AS,Y,Y
968012,201920,Spring 2019,N,PWL,West Lafayette,S,College of Science,STAP,Applied Statistics,05,Junior: 60 - 74 hours,AS,Y,Y
968029,202020,Spring 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AVFT,Prof Flight Technology,06,Junior: 75 - 89 hours,AS,Y,Y
968029,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AVFT,Prof Flight Technology,06,Junior: 75 - 89 hours,AS,Y,Y
968223,202020,Spring 2020,Y,PWL,West Lafayette,HH,College of Health & Human Sci,KINE,Kinesiology,06,Junior: 75 - 89 hours,AS,Y,Y
968223,202020,Spring 2020,N,PWL,West Lafayette,M,School of Management,ENTR,Entrepreneur & Innovation,06,Junior: 75 - 89 hours,AS,Y,Y
968267,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,CM,Construction Management,04,Sophomore: 45 - 59 hours,AS,Y,Y
968311,201920,Spring 2019,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,06,Junior: 75 - 89 hours,AS,Y,Y
968316,202020,Spring 2020,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,08,Senior 105+ hours,AS,Y,Y
968318,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,05,Junior: 60 - 74 hours,AS,Y,Y
968329,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,VECO,Visual Effects Compositing,04,Sophomore: 45 - 59 hours,AS,Y,Y
968447,202010,Fall 2019,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,08,Senior 105+ hours,AS,Y,Y
968447,202010,Fall 2019,N,PWL,West Lafayette,A,College of Agriculture,DSPG,Deans Scholar Program,08,Senior 105+ hours,AS,Y,Y
968455,202020,Spring 2020,Y,PWL,West Lafayette,A,College of Agriculture,BCHM,Biochemistry,06,Junior: 75 - 89 hours,AS,Y,Y
968463,201920,Spring 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,04,Sophomore: 45 - 59 hours,AS,Y,Y
968464,201920,Spring 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,04,Sophomore: 45 - 59 hours,AS,Y,Y
968584,202010,Fall 2019,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,08,Senior 105+ hours,AS,Y,Y
968593,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,KINE,Kinesiology,06,Junior: 75 - 89 hours,AS,Y,Y
968619,202110,Fall 2020,Y,PWL,West Lafayette,S,College of Science,BIOL,Biology,06,Junior: 75 - 89 hours,AS,Y,Y
968680,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,06,Junior: 75 - 89 hours,AS,Y,Y
968722,201920,Spring 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,05,Junior: 60 - 74 hours,AS,Y,Y
968744,202010,Fall 2019,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,06,Junior: 75 - 89 hours,AS,Y,Y
968836,201920,Spring 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,05,Junior: 60 - 74 hours,AS,Y,Y
968917,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,AENT,Aeronautic Engr Technology,04,Sophomore: 45 - 59 hours,AS,Y,Y
969045,201920,Spring 2019,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,06,Junior: 75 - 89 hours,AS,Y,Y
969064,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,TIET,Industrial Engineering Tech,04,Sophomore: 45 - 59 hours,AS,Y,Y
969078,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,KINE,Kinesiology,07,Senior 90 - 104 hours,AS,Y,Y
969174,202010,Fall 2019,Y,PWL,West Lafayette,M,School of Management,PMIM,Pre Mgmt/Indust Management,06,Junior: 75 - 89 hours,AS,Y,Y
969181,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,ANIM,Animation,04,Sophomore: 45 - 59 hours,AS,Y,Y
969191,202110,Fall 2020,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,08,Senior 105+ hours,AS,Y,Y
969231,202110,Fall 2020,Y,PWL,West Lafayette,HH,College of Health & Human Sci,NUSC,Nutrition Science,08,Senior 105+ hours,AS,Y,Y
969274,202020,Spring 2020,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,07,Senior 90 - 104 hours,AS,Y,Y
969339,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,AVFT,Prof Flight Technology,05,Junior: 60 - 74 hours,AS,Y,Y
969410,202010,Fall 2019,Y,PWL,West Lafayette,A,College of Agriculture,BCHM,Biochemistry,05,Junior: 60 - 74 hours,AS,Y,Y
969460,202010,Fall 2019,Y,PWL,West Lafayette,M,School of Management,OSCM,IM/Oper & Supply Chain Mgmt,06,Junior: 75 - 89 hours,AS,Y,Y
969468,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,MLAB,Medical Laboratory Sciences,05,Junior: 60 - 74 hours,AS,Y,Y
969525,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,ALMO,Airline Mgmt & Operations,06,Junior: 75 - 89 hours,AS,Y,Y
969618,202020,Spring 2020,Y,PWL,West Lafayette,S,College of Science,CS,Computer Science,06,Junior: 75 - 89 hours,AS,Y,Y
970026,202010,Fall 2019,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,05,Junior: 60 - 74 hours,AS,Y,Y
970128,202020,Spring 2020,Y,PWL,West Lafayette,S,College of Science,CS,Computer Science,05,Junior: 60 - 74 hours,AS,Y,Y
970128,202020,Spring 2020,N,PWL,West Lafayette,M,School of Management,ENTR,Entrepreneur & Innovation,05,Junior: 60 - 74 hours,AS,Y,Y
970145,201920,Spring 2019,Y,PWL,West Lafayette,A,College of Agriculture,PENV,Pre Environmental Studies,02,Freshman: 15 - 29 hours,AS,Y,Y
970172,201920,Spring 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,06,Junior: 75 - 89 hours,AS,Y,Y
970303,202010,Fall 2019,Y,PWL,West Lafayette,S,College of Science,CS,Computer Science,05,Junior: 60 - 74 hours,AS,Y,Y
970321,201920,Spring 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,05,Junior: 60 - 74 hours,AS,Y,Y
970340,201920,Spring 2019,Y,PWL,West Lafayette,E,First Year Engineering,ENFY,First Year Engineering,03,Sophomore: 30 - 44 hours,AS,Y,Y
970343,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,AVFT,Prof Flight Technology,04,Sophomore: 45 - 59 hours,AS,Y,Y
970444,201920,Spring 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,05,Junior: 60 - 74 hours,AS,Y,Y
970460,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,ENHS,Envr Health Science,08,Senior 105+ hours,AS,Y,Y
970492,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,KINE,Kinesiology,07,Senior 90 - 104 hours,AS,Y,Y
970492,202010,Fall 2019,N,PWL,West Lafayette,LA,College of Liberal Arts,CMEH,Medical Humanities,07,Senior 90 - 104 hours,AS,Y,Y
970549,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,ANIM,Animation,07,Senior 90 - 104 hours,AS,Y,Y
970552,201920,Spring 2019,Y,PWL,West Lafayette,A,College of Agriculture,FDSC,Food Science,04,Sophomore: 45 - 59 hours,AS,Y,Y
970560,201920,Spring 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,04,Sophomore: 45 - 59 hours,AS,Y,Y
970568,202020,Spring 2020,Y,PWL,West Lafayette,HH,College of Health & Human Sci,KINE,Kinesiology,06,Junior: 75 - 89 hours,AS,Y,Y
970593,202010,Fall 2019,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,07,Senior 90 - 104 hours,AS,Y,Y
970772,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,SLHU,"Speech, Language & Hearing Sci",06,Junior: 75 - 89 hours,AS,Y,Y
970808,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AUAS,Unmanned Aerial Systems,08,Senior 105+ hours,AS,Y,Y
970896,202010,Fall 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,06,Junior: 75 - 89 hours,AS,Y,Y
970949,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,CM,Construction Management,04,Sophomore: 45 - 59 hours,AS,Y,Y
971121,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,07,Senior 90 - 104 hours,AS,Y,Y
971225,201920,Spring 2019,Y,PWL,West Lafayette,M,School of Management,MRKT,Marketing,04,Sophomore: 45 - 59 hours,AS,Y,Y
971351,201920,Spring 2019,Y,PWL,West Lafayette,S,College of Science,CS,Computer Science,06,Junior: 75 - 89 hours,AS,Y,Y
971376,202010,Fall 2019,Y,PWL,West Lafayette,S,College of Science,CS,Computer Science,07,Senior 90 - 104 hours,AS,Y,Y
971376,202010,Fall 2019,N,PWL,West Lafayette,M,School of Management,ENTR,Entrepreneur & Innovation,07,Senior 90 - 104 hours,AS,Y,Y
971522,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,06,Junior: 75 - 89 hours,AS,Y,Y
971548,202020,Spring 2020,Y,PWL,West Lafayette,S,College of Science,CS,Computer Science,08,Senior 105+ hours,AS,Y,Y
971564,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,AENT,Aeronautic Engr Technology,04,Sophomore: 45 - 59 hours,AS,Y,Y
971572,201920,Spring 2019,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,06,Junior: 75 - 89 hours,AS,Y,Y
971572,201920,Spring 2019,N,PWL,West Lafayette,A,College of Agriculture,DSPG,Deans Scholar Program,06,Junior: 75 - 89 hours,AS,Y,Y
971615,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,06,Junior: 75 - 89 hours,AS,Y,Y
971620,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,06,Junior: 75 - 89 hours,AS,Y,Y
971694,202020,Spring 2020,Y,PWL,West Lafayette,S,College of Science,CS,Computer Science,07,Senior 90 - 104 hours,AS,Y,Y
971694,202020,Spring 2020,N,PWL,West Lafayette,M,School of Management,ENTR,Entrepreneur & Innovation,07,Senior 90 - 104 hours,AS,Y,Y
971819,202020,Spring 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,AVFT,Prof Flight Technology,06,Junior: 75 - 89 hours,AS,Y,Y
971828,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,PUBH,Public Health,04,Sophomore: 45 - 59 hours,AS,Y,Y
971964,202010,Fall 2019,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,06,Junior: 75 - 89 hours,AS,Y,Y
972000,201920,Spring 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,06,Junior: 75 - 89 hours,AS,Y,Y
972110,202020,Spring 2020,Y,PWL,West Lafayette,S,College of Science,CSHO,Computer Science Honors,08,Senior 105+ hours,AS,Y,Y
972144,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,METC,Mechanical Engr Technology,06,Junior: 75 - 89 hours,AS,Y,Y
972465,202020,Spring 2020,Y,PWL,West Lafayette,HH,College of Health & Human Sci,KINE,Kinesiology,07,Senior 90 - 104 hours,AS,Y,Y
972472,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,06,Junior: 75 - 89 hours,AS,Y,Y
972522,202020,Spring 2020,Y,PWL,West Lafayette,HH,College of Health & Human Sci,KINE,Kinesiology,06,Junior: 75 - 89 hours,AS,Y,Y
972576,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,MLAB,Medical Laboratory Sciences,06,Junior: 75 - 89 hours,AS,Y,Y
972590,201920,Spring 2019,Y,PWL,West Lafayette,S,College of Science,CHEM,Chemistry,06,Junior: 75 - 89 hours,AS,Y,Y
972638,201920,Spring 2019,Y,PWL,West Lafayette,A,College of Agriculture,NREV,Natural Resources& Envrmtl Sci,05,Junior: 60 - 74 hours,AS,Y,Y
972691,202020,Spring 2020,Y,PWL,West Lafayette,A,College of Agriculture,BCHM,Biochemistry,07,Senior 90 - 104 hours,AS,Y,Y
972740,202020,Spring 2020,Y,PWL,West Lafayette,A,College of Agriculture,BCHM,Biochemistry,07,Senior 90 - 104 hours,AS,Y,Y
972830,202020,Spring 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,CM,Construction Management,05,Junior: 60 - 74 hours,AS,Y,Y
972830,202110,Fall 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,CM,Construction Management,05,Junior: 60 - 74 hours,AS,Y,Y
972896,201920,Spring 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,AVFT,Prof Flight Technology,05,Junior: 60 - 74 hours,AS,Y,Y
972909,202010,Fall 2019,Y,PWL,West Lafayette,HH,College of Health & Human Sci,BBS,Brain and Behavioral Sci,05,Junior: 60 - 74 hours,AS,Y,Y
972970,201920,Spring 2019,Y,PWL,West Lafayette,M,School of Management,ACCT,Accounting,04,Sophomore: 45 - 59 hours,AS,Y,Y
972983,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,EETC,Electrical Engr Technology,04,Sophomore: 45 - 59 hours,AS,Y,Y
973034,201920,Spring 2019,Y,PWL,West Lafayette,S,College of Science,BIOL,Biology,04,Sophomore: 45 - 59 hours,AS,Y,Y
973042,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,CM,Construction Management,05,Junior: 60 - 74 hours,AS,Y,Y
973049,202020,Spring 2020,Y,PWL,West Lafayette,PI,Polytechnic Institute,VIPI,Virtual Product Integration,06,Junior: 75 - 89 hours,AS,Y,Y
973062,202110,Fall 2020,Y,PWL,West Lafayette,A,College of Agriculture,ASCI,Animal Sciences,08,Senior 105+ hours,AS,Y,Y
973089,202010,Fall 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,06,Junior: 75 - 89 hours,AS,Y,Y
973089,202010,Fall 2019,N,PWL,West Lafayette,HH,College of Health & Human Sci,HSPP,Health Science PreProfessional,06,Junior: 75 - 89 hours,AS,Y,Y
973095,202010,Fall 2019,Y,PWL,West Lafayette,PI,Polytechnic Institute,METC,Mechanical Engr Technology,05,Junior: 60 - 74 hours,AS,Y,Y
973129,201920,Spring 2019,Y,PWL,West Lafayette,PC,College of Pharmacy,PHAR,Pharmaceutical Sciences,04,Sophomore: 45 - 59 hours,AS,Y,Y
