PUID_SIX,SATR EBRW,SATR Math,SATR Total,SAT_Critical_Reading_OLD,SAT Mathematics_OLD,ACT English,ACT Math,ACT Reading,ACT Science Reasoning,ACT Composite,ACT Combined English/Writing
165462,720,770,1490,,,,,,,,
165611,620,610,1230,,,,,,,,
165759,570,560,1130,,,,,,,,
166025,,,,,,35,29,35,30,32,
166146,650,550,1200,,,20,19,27,26,23,
166153,630,690,1320,,,,,,,,
166165,640,610,1240,,,,,,,,
166295,720,740,1440,,,35,31,33,34,33,
166298,550,650,1200,,,17,26,23,25,23,
166326,670,660,1300,,,,,,,,
166651,570,540,1080,,,,,,,,
166665,,,,,,34,29,33,32,31,
166686,690,680,1360,,,,,,,,
167511,660,610,1270,,,,,,,,
167746,610,700,1310,,,,,,,,
167775,640,600,1240,,,,,,,,
167802,610,680,1290,,,24,26,26,29,26,
167815,560,530,1090,,,,,,,,
167845,,,,,,34,29,36,33,32,
167884,610,560,1160,,,24,25,30,22,25,
167971,650,610,1260,,,,,,,,
168015,,,,,,35,31,28,30,30,
168086,610,770,1370,,,,,,,,
168197,740,760,1500,,,,,,,,
168241,,,,,,34,30,35,29,31,
168469,570,610,1180,,,20,25,23,23,23,
168530,580,540,1120,,,21,20,20,21,21,
168535,580,640,1220,,,,,,,,
168659,,,,,,29,26,29,25,27,
168997,600,730,1320,,,,,,,,
169438,,,,,,25,27,33,29,29,
169459,570,650,1220,,,19,22,21,23,21,
169695,660,670,1270,,,,,,,,
169770,,,,,,34,31,32,31,31,
169772,,,,,,20,23,28,24,24,
169773,,,,,,19,24,29,24,24,
169959,490,640,1130,,,18,22,21,19,20,
170107,600,680,1280,,,23,29,21,31,26,
170137,560,650,1210,,,,,,,,
170251,590,600,1190,,,25,28,27,24,26,
170270,760,780,1540,,,36,30,34,26,32,
170298,670,750,1370,,,35,32,27,30,31,
170310,700,690,,,,29,31,34,30,31,
170684,700,750,1410,,,,,,,,
170761,620,710,1280,,,,,,,,
170876,740,650,1390,,,,,,,,
171127,630,540,1170,,,,,,,,
171527,570,580,1150,,,21,18,22,20,20,
171547,670,710,1380,,,34,26,33,28,29,
171811,,,,,,25,21,28,24,25,
172018,590,610,1200,,,21,25,27,24,24,
172272,730,650,1330,,,,,,,,
172446,570,760,1330,,,,,,,,
172647,670,790,1450,,,,,,,,
172813,,,,,,35,30,35,34,34,
173361,710,790,1500,,,,,,,,
173730,,,,,,22,33,24,26,25,
176463,530,680,1210,,,,,,,,
178020,610,560,1170,,,,,,,,
178945,690,690,1290,,,,,,,,
179195,410,500,910,,,,,,,,
179263,,,,,,25,20,26,24,24,8
179713,730,790,1470,,,,,,,,
180246,610,580,1190,,,24,26,31,29,28,
180302,540,510,1040,,,,,,,,
180429,580,600,1150,,,,,,,,
181526,580,800,1380,,,,,,,,
181994,,,,,,30,30,29,25,28,
182928,630,570,1150,,,26,25,32,24,25,
183171,480,680,1160,,,,,,,,
183261,,,,,,,,,,,
183849,580,690,1270,,,,,,,,
183856,470,790,1250,,,,,,,,
183905,,,,,,,,,,,
188057,,,,,,35,33,35,32,32,
188201,,,,,,24,29,21,28,26,
188495,610,520,1130,,,,,,,,
189107,,,,,,27,34,26,30,27,
189173,650,680,1330,,,,,,,,
189325,590,640,1230,,,,,,,,
189771,600,680,1280,,,,,,,,
189844,,,,,,22,29,14,22,21,
189873,550,720,1270,,,,,,,,
190174,580,560,1140,,,,,,,,
190216,,,,,,23,24,29,22,25,
190295,,,,500,480,,,,,,
190409,610,690,1280,,,,,,,,
190461,620,670,1290,,,,,,,,
190765,600,680,1280,,,,,,,,
190805,630,660,1290,,,,,,,,
191125,670,800,1470,,,,,,,,
191278,,,,,,35,34,32,34,34,
191385,590,770,1360,,,,,,,,
192185,650,780,1430,,,30,32,36,33,33,
192387,590,740,1290,,,,,,,,
193249,,,,,,23,27,18,24,23,
193619,540,710,1250,,,,,,,,
194058,580,640,1220,,,,,,,,
194277,520,780,1290,,,,,,,,
194441,550,660,1180,,,,,,,,
194526,590,590,1170,,,,,,,,
194876,610,660,1250,,,,,,,,
194947,650,690,1340,,,,,,,,
194948,670,640,1280,,,,,,,,
195030,620,720,1340,,,27,33,24,33,29,
195264,620,790,1410,,,,,,,,
195324,580,600,1180,,,,,,,,
195593,640,640,1280,,,,,,,,
196028,580,610,,,,,,,,,
196134,,,,,,35,30,35,31,33,
196284,590,660,1230,,,,,,,,
196481,700,760,1460,,,,,,,,
196753,650,800,1450,,,,,,,,
197761,,,,,,33,34,24,34,31,
198048,750,750,1500,,,,,,,,
198245,640,670,1310,,,,,,,,
199902,510,610,1120,,,,,,,,
199953,,,,,,,,,,,
200654,710,770,1450,,,,,,,,
200691,570,720,1290,,,,,,,,
200787,530,720,1250,,,,,,,,
200815,630,630,1260,,,,,,,,
200833,610,780,1390,,,,,,,,
200925,580,710,1280,,,,,,,,
201353,620,800,1420,,,,,,,,
201697,,,,680,600,,,,,,
202138,760,730,1490,,,,,,,,
202823,540,690,1230,,,,,,,,
203629,,,,,,,,,,,
204277,720,790,1510,,,,,,,,
204644,,,,,,,,,,,
204958,630,630,1260,,,,,,,,
205578,,,,490,520,17,20,18,20,19,
206512,660,660,1320,,,,,,,,
206943,580,550,1120,,,,,,,,
207622,510,640,1150,,,,,,,,
208372,760,770,1530,,,,,,,,
209804,,,,,,,,,,,
210519,570,770,1340,,,,,,,,
211201,800,780,1520,,,,,,,,
212070,640,710,1350,,,27,29,23,29,27,
212917,,,,,,31,30,31,26,29,
213051,600,800,1380,,,,,,,,
213062,570,670,1240,,,28,32,28,32,29,
213307,670,630,1290,,,,,,,,
213521,620,650,1270,,,,,,,,
213551,560,630,1120,,,,,,,,
213687,700,670,1370,,,,,,,,
213765,630,580,1210,,,,,,,,
213768,530,590,1120,,,,,,,,
213777,,,,,,,,,,,
213821,,,,,,28,29,24,29,27,
213842,,,,,,33,31,33,35,33,
213952,,,,,,,,,,,
214038,,,,,,24,28,29,25,26,
214195,630,630,,,,23,30,29,32,27,
214251,610,630,1190,,,24,29,22,25,25,
214275,,,,,,34,34,24,26,30,
214358,740,800,1540,,,,,,,,
214618,,,,,,23,33,24,23,26,
214835,,,,,,,,,,,
215244,630,670,1300,,,30,28,32,30,30,
215265,670,760,1410,,,,,,,,
215270,630,710,1320,,,,,,,,
215301,610,600,1200,,,,,,,,
215491,560,660,1220,,,,,,,,
215683,520,610,1110,,,,,,,,
216344,650,630,1280,,,17,26,21,21,21,
218286,710,710,1420,,,31,33,33,34,33,
218431,610,690,1300,,,25,30,33,32,30,
218440,760,730,1490,,,,,,,,
218833,510,560,1070,,,,,,,,
219012,620,650,1270,,,,,,,,
219079,660,670,1330,,,29,26,30,24,27,
219137,510,460,970,,,21,24,20,19,21,
219265,660,730,1390,,,34,28,29,32,31,
219267,690,670,1360,,,28,31,35,36,33,
219428,590,600,,,,21,24,30,24,25,
219856,,,,,,21,24,24,34,24,
219927,700,730,1430,,,,,,,,
219930,620,610,1230,,,,,,,,
220032,,,,,,,,,,,
220489,,,,,,24,32,23,26,26,
220781,620,650,1270,,,,,,,,
221617,650,790,1440,,,,,,,,
222078,550,650,1200,,,,,,,,
222216,710,760,1460,,,,,,,,
223346,630,650,1280,,,,,,,,
223347,,,,,,34,31,35,32,33,
223363,650,600,1250,,,24,23,36,24,27,
223538,600,670,1270,,,25,29,30,25,26,
223559,410,480,890,,,19,25,18,18,20,
223870,640,670,1310,,,25,28,30,27,28,
223871,600,660,1260,,,23,27,22,24,24,
223899,640,670,1310,,,,,,,,
223906,590,580,1170,,,26,19,26,24,24,
223913,590,720,1290,,,,,,,,
223928,600,660,1260,,,31,29,32,27,29,
223967,700,730,1430,,,,,,,,
223968,630,750,1380,,,32,33,31,30,32,
223970,660,630,1290,,,,,,,,
224006,710,680,1390,,,34,30,34,30,32,
224025,,,,,,30,35,26,30,28,
224035,670,760,1430,,,32,34,32,29,30,
224045,640,630,1260,,,,,,,,
224048,580,670,1250,,,20,20,23,19,21,
224076,,,,,,35,28,32,26,30,
224090,700,780,1460,,,35,35,31,35,34,
224105,690,690,1380,,,,,,,,
224112,,,,,,26,28,25,27,27,
224155,630,730,1360,,,23,32,23,29,27,
224159,570,620,1190,,,22,27,29,26,26,
224175,730,800,1530,,,,,,,,
224180,710,610,1320,,,30,29,27,25,27,
224184,,,,490,550,,,,,,
224199,640,670,1310,,,,,,,,
224221,640,590,1230,,,33,23,24,24,26,
224225,680,700,1360,,,32,29,28,26,28,
224268,620,680,1290,,,32,35,22,33,30,
224278,,,,,,28,26,34,35,31,
224282,680,680,1340,,,28,28,31,29,28,
224284,,,,,,27,26,26,27,26,
224362,690,700,1390,,,32,32,34,32,33,
224365,720,730,,,,33,29,35,34,33,
224373,640,670,1310,,,,,,,,
224397,690,760,1450,,,,,,,,
224401,590,590,1180,,,32,22,21,24,25,
224411,640,650,1290,,,27,29,23,25,26,
224433,,,,,,,,,,,
224441,,,,,,34,27,34,33,32,
224476,630,760,1390,,,23,27,17,23,23,
224484,670,740,,,,35,31,29,28,31,
224522,580,580,1160,,,,,,,,
224524,680,760,1440,,,28,30,28,27,28,
224529,580,590,1170,,,,,,,,
224559,630,660,1290,,,26,27,27,29,27,
224618,,,,,,36,29,36,33,33,
224624,700,710,1410,,,,,,,,
224686,630,680,1310,,,25,26,27,25,26,
224756,650,750,1400,,,,,,,,
224761,,,,,,35,31,34,35,33,
224763,630,670,1300,,,,,,,,
224769,740,780,1510,,,35,35,34,34,35,
224789,680,740,1350,,,33,34,32,35,34,
224794,,,,,,31,28,34,31,31,
224797,,,,,,28,25,35,26,28,
224831,,,,,,22,25,22,24,23,
224833,,,,,,32,32,29,28,30,
224835,590,560,1150,,,25,29,34,22,28,
224901,630,620,1250,,,23,27,25,25,25,
224909,,,,,,35,32,35,34,33,
224964,720,770,1440,,,35,32,35,32,34,
224991,560,670,1230,,,,,,,,
224995,620,610,1230,,,,,,,,
225001,,,,,,36,34,36,36,36,
225017,,,,,,35,29,33,35,33,
225020,,,,,,26,26,27,27,27,
225032,600,520,1120,,,,,,,,
225036,630,670,1290,,,27,28,34,28,29,
225063,660,640,1300,,,,,,,,
225091,700,750,1450,,,,,,,,
225100,650,740,1390,,,,,,,,
225102,,,,,,31,33,35,31,32,
225106,630,700,1310,,,,,,,,
225126,700,730,1430,,,33,29,35,36,33,
225161,620,800,1410,,,,,,,,
225185,670,700,1300,,,25,28,31,28,28,
225214,,,,,,,,,,,
225279,530,560,1090,,,,,,,,
225295,580,590,1170,,,,,,,,
225298,750,800,1550,,,,,,,,
225303,570,540,1110,,,,,,,,
225325,570,600,1170,,,,,,,,
225351,680,770,1450,,,,,,,,
225477,,,,,,,,,,,
225478,,,,,,,,,,,
225601,700,700,1400,,,,,,,,
225635,660,800,1460,,,35,36,32,35,32,
225638,660,680,1340,,,,,,,,
225644,650,770,,,,25,29,24,27,26,
225647,690,650,1340,,,35,27,36,33,33,
225725,650,670,1290,,,,,,,,
225773,700,720,1400,,,32,32,31,28,31,
225778,600,660,1260,,,,,,,,
225831,,,,,,30,27,32,31,30,
225835,,,,,,34,31,27,33,31,
225839,660,600,1230,,,26,24,30,26,27,
225847,570,550,1080,,,,,,,,
225852,660,690,1330,,,,,,,,
225905,600,580,1170,,,,,,,,
226005,520,510,1030,,,,,,,,
226051,,,,,,28,31,34,30,29,
226104,,,,,,31,32,36,32,32,
226106,540,600,1140,,,,,,,,
226140,580,550,1130,,,28,26,20,22,24,
226149,,,,,,,,,,,
226236,610,700,1310,,,29,33,30,30,30,
226294,,,,,,32,33,35,27,32,
226307,,,,,,33,31,25,34,31,
226325,,,,,,35,31,33,33,32,
226344,,,,,,26,35,36,35,32,
226369,710,690,1400,,,,,,,,
226499,590,520,1110,,,23,24,33,26,26,
226503,680,730,1410,,,,,,,,
226511,,,,,,33,31,31,33,32,
226527,610,700,1310,,,,,,,,
226533,660,790,1450,,,30,31,35,35,33,
226535,610,640,1250,,,,,,,,
226541,600,680,1280,,,,,,,,
226545,650,640,1220,,,27,24,27,24,26,
226546,680,770,1450,,,,,,,,
227676,680,650,1330,,,,,,,,
227698,,,,,,36,33,35,36,35,
227723,660,620,1190,,,28,28,32,32,29,
227735,650,690,1340,,,33,31,35,31,31,
227738,690,600,1290,,,,,,,,
227815,560,620,1180,,,,,,,,
228011,540,570,1110,,,15,21,21,22,20,
228067,670,750,1380,,,,,,,,
228140,750,760,1510,,,,,,,,
228161,660,770,1430,,,,,,,,
228169,610,620,1220,,,25,24,22,26,24,
228176,720,690,1380,,,32,33,30,29,31,
228185,740,700,1410,,,34,26,34,25,30,
228199,750,800,1550,,,,,,,,
228231,600,620,1220,,,,,,,,
228237,520,600,1120,,,18,23,17,21,20,
228254,620,670,1290,,,30,28,30,25,28,
228287,720,640,1360,,,35,28,33,30,30,
228291,770,790,1560,,,,,,,,
228298,620,730,1350,,,25,32,29,30,29,
228332,590,660,1250,,,23,29,28,26,26,
228336,630,610,1200,,,25,25,27,24,25,
228342,640,660,1280,,,16,26,11,22,19,
228344,590,650,1240,,,23,28,24,29,26,
228347,710,720,1430,,,32,32,31,27,31,
228359,640,630,1270,,,33,26,35,31,31,
228379,,,,,,31,25,28,27,28,
228382,640,680,1300,,,,,,,,
228411,,,,,,34,30,35,35,33,
228421,750,670,1420,,,35,30,36,32,33,
228531,580,710,1290,,,,,,,,
228547,670,650,1280,,,28,30,20,25,26,
228592,610,750,1310,,,25,30,28,30,27,
228635,710,750,1460,,,34,35,35,33,34,
228638,750,710,1460,,,35,30,34,29,32,
228687,630,750,1380,,,,,,,,
228830,650,700,1350,,,25,31,33,36,31,
228959,620,760,1380,,,,,,,,
229030,570,600,1150,,,,,,,,
229043,480,490,940,,,,,,,,
229052,750,720,1470,,,35,35,36,32,35,
229086,560,660,1180,,,22,30,26,31,27,
229096,540,680,1220,,,,,,,,
229100,670,630,1300,,,28,29,32,31,29,
229126,,,,,,30,29,29,25,28,
229130,600,680,1280,,,24,31,28,26,27,
229137,650,690,1340,,,,,,,,
229160,,,,,,32,30,28,28,30,
229200,650,720,1350,,,,,,,,
229220,600,610,1210,,,,,,,,
229379,730,740,1440,,,33,31,31,31,30,
229390,670,750,1340,,,,,,,,
229410,580,600,1180,,,,,,,,
229417,710,730,1440,,,,,,,,
229425,690,700,1390,,,35,31,33,34,33,
229439,,680,,,,21,26,20,31,25,
229464,670,700,1370,,,,,,,,
229470,640,710,1340,,,,,,,,
229475,,,,,,32,25,28,29,28,
229486,630,670,1290,,,,,,,,
229617,640,610,1250,,,25,20,19,25,22,
229626,680,750,1430,,,,,,,,
229630,600,650,1250,,,30,30,30,29,29,
229645,,,,,,35,30,31,34,32,
229651,600,620,1220,,,,,,,,
229670,,,,,,22,27,25,26,25,
229701,,,,,,36,35,34,35,35,
229770,560,600,1150,,,22,26,24,24,24,
229791,650,720,1370,,,35,32,31,33,31,
229848,660,740,1400,,,36,34,34,31,33,
229879,610,620,1230,,,,,,,,
230032,690,780,1430,,,35,32,31,29,31,
230038,,,,,,32,30,32,30,31,
230042,710,660,1370,,,,,,,,
230044,700,710,1390,,,35,29,32,32,32,
230045,650,700,1350,,,,,,,,
230046,630,750,1380,,,27,36,28,35,32,
230048,,,,,,25,26,25,27,26,
230065,,,,,,24,24,23,23,23,
230091,580,600,1180,,,,,,,,
230104,680,740,1420,,,33,34,31,28,30,
230131,650,760,1350,,,,,,,,
230148,560,690,1250,,,,,,,,
230160,,,,,,28,34,34,35,33,
230163,650,680,1310,,,,,,,,
230179,650,700,1320,,,30,29,31,31,30,
230181,740,800,1540,,,35,35,33,36,35,
230182,600,640,1240,,,23,28,30,29,27,
230193,710,700,1360,,,,,,,,
230198,610,710,1280,,,34,34,25,27,30,
230216,,,,,,30,31,34,34,32,
230244,660,700,1360,,,29,32,29,32,31,
230245,670,700,1370,,,,,,,,
230253,580,610,1190,,,22,25,24,23,23,
230261,640,640,1270,,,25,25,31,31,28,
230268,,,,,,34,26,34,24,27,
230272,750,700,,,,,,,,,
230276,590,650,1230,,,25,24,25,23,24,
230282,690,730,1400,,,33,32,35,31,33,
230318,670,630,1300,,,,,,,,
230350,690,610,1300,,,29,24,29,27,27,
230514,700,720,1420,,,36,34,36,36,35,
230516,720,760,1440,,,,,,,,
230519,600,670,1270,,,,,,,,
230542,650,750,1380,,,33,32,32,32,31,
230543,550,590,1140,,,26,29,23,24,26,
230561,710,730,1430,,,35,33,36,35,35,
230570,690,670,1360,,,29,31,32,36,32,
230577,670,740,1390,,,,,,,,
230586,660,740,1400,,,,,,,,
230591,550,520,1070,,,,,,,,
230598,,,,,,34,31,33,35,31,
230608,580,690,1250,,,,,,,,
230622,,,,,,29,35,32,31,31,
230646,680,690,1370,,,,,,,,
230672,470,490,960,,,16,21,17,16,18,
230683,630,670,1300,,,24,30,23,26,26,
230690,730,790,1520,,,35,35,36,36,36,
230692,680,650,1330,,,30,28,35,27,30,
230702,660,700,1360,,,,,,,,
230717,,,,,,29,29,29,32,30,
230737,,,,,,34,33,32,31,32,
230752,600,700,1300,,,22,29,26,29,27,
230762,640,680,1320,,,,,,,,
230771,,,,,,29,30,34,33,31,
230782,680,680,1360,,,32,28,36,32,32,
230785,710,660,1370,,,,,,,,
230789,590,570,1150,,,21,26,21,23,23,
230792,590,640,1230,,,,,,,,
230799,570,580,1140,,,,,,,,
230814,610,570,1180,,,29,23,22,22,24,
230815,740,750,1490,,,,,,,,
230818,720,660,1380,,,32,30,34,33,32,
230819,650,650,1300,,,33,29,35,32,32,
230829,570,670,1230,,,,,,,,
230830,660,690,,,,34,30,35,32,31,
230834,580,540,1110,,,20,20,23,21,21,
230943,,,,,,28,32,31,28,30,
231015,730,770,1500,,,,,,,,
231065,590,620,1210,,,,,,,,
231078,670,600,1270,,,34,29,31,27,30,
231081,790,740,1490,,,36,33,36,35,35,
231084,710,780,1490,,,,,,,,
231090,580,650,1230,,,22,25,24,27,25,
231103,,,,,,31,27,35,35,32,
231106,690,710,1400,,,32,29,31,36,32,
231133,570,620,1170,,,,,,,,
231134,780,710,1490,,,,,,,,
231143,610,750,1360,,,,,,,,
231183,630,580,1210,,,23,19,27,28,24,
231191,,,,,,34,33,33,35,33,
231199,,,,,,33,33,36,35,34,
231232,680,670,1350,,,,,,,,
231251,660,720,1380,,,,,,,,
231285,550,630,1180,,,,,,,,
231367,610,730,1330,,,,,,,,
231381,780,800,1580,,,,,,,,
231392,,,,,,35,35,36,36,35,
231409,670,680,1340,,,30,27,29,33,29,
231412,640,770,1410,,,,,,,,
231435,750,710,1460,,,,,,,,
231436,690,790,1480,,,35,32,35,35,34,
231461,580,770,1350,,,23,31,22,28,26,
231465,480,530,1000,,,,,,,,
231481,630,640,1260,,,24,26,20,23,23,
231511,640,640,1280,,,,,,,,
231516,,,,,,33,33,33,33,33,
231599,560,660,1190,,,19,28,24,25,24,
231662,,,,,,35,33,33,34,34,
231663,,,,,,24,25,35,28,28,
231677,540,560,1100,,,,,,,,
231690,530,560,1060,,,14,18,15,19,17,
231691,580,640,1220,,,,,,,,
231698,610,580,1190,,,,,,,,
231710,670,600,1270,,,,,,,,
231733,750,770,1520,,,32,34,36,33,34,
231756,,,,,,24,31,27,33,29,
231760,600,670,1270,,,24,30,23,31,27,
231769,680,670,1350,,,31,28,35,30,30,
231770,,,,,,33,33,27,29,31,
231871,760,780,1540,,,,,,,,
231873,630,710,1340,,,,,,,,
231934,720,740,1420,,,,,,,,
231935,660,740,1400,,,,,,,,
231940,640,570,1210,,,,,,,,
231942,620,650,1260,,,,,,,,
231972,610,620,1230,,,,,,,,
231996,680,600,1280,,,23,25,28,22,25,
232010,,,,,,25,31,31,35,30,
232018,660,690,1340,,,28,29,33,27,29,
232024,680,770,1450,,,,,,,,
232031,,,,,,30,31,34,35,31,
232032,690,730,1420,,,30,29,27,20,27,
232046,,,,,,35,35,30,32,33,
232051,740,750,1490,,,35,35,36,33,35,
232059,,,,,,35,35,31,35,34,
232062,630,770,1390,,,,,,,,
232065,600,580,,,,,,,,,
232075,,,,,,23,23,32,21,24,
232121,660,600,1260,,,24,26,35,30,29,
232387,670,730,1400,,,29,29,33,29,30,
232421,710,750,1460,,,30,32,34,30,32,
232500,690,650,1330,,,,,,,,
232623,560,580,1140,,,23,24,19,19,21,
232627,,,,,,32,35,33,36,34,
232629,,,,,,33,30,27,34,31,
232632,650,630,1250,,,34,28,31,31,30,
232647,660,650,1310,,,,,,,,
232685,640,730,1370,,,34,35,27,32,32,
232688,700,720,1420,,,34,33,34,26,32,
232705,650,600,1250,,,23,26,29,26,26,
232713,500,610,1110,,,,,,,,
232718,600,600,1160,,,20,27,20,23,23,
232719,620,670,1290,,,24,26,21,27,25,
232722,770,770,1510,,,,,,,,
232751,,,,,,30,31,34,33,32,
232787,,,,,,34,31,34,33,,
232791,630,740,1370,,,,,,,,
232793,650,680,1300,,,28,28,33,29,30,
232928,560,670,1230,,,,,,,,
232956,,,,,,27,28,34,30,30,
233007,,,,,,29,31,28,32,29,
233009,640,690,1310,,,24,28,25,24,25,
233040,450,500,950,,,19,24,16,20,20,
233044,640,690,1330,,,21,29,22,27,25,
233075,660,770,1430,,,,,,,,
233081,600,620,1220,,,28,27,22,29,27,
233112,,,,,,35,31,33,29,32,
233122,690,800,1460,,,,,,,,
233169,720,610,1330,,,,,,,,
233174,670,730,1390,,,34,28,30,32,31,
233181,680,700,1370,,,,,,,,
233195,700,740,1440,,,34,31,32,29,31,
233253,640,670,1310,,,23,30,22,23,25,
233274,,,,,,34,30,35,35,34,
233307,640,650,1290,,,28,27,28,30,26,
233312,630,630,1260,,,29,29,28,30,29,
233322,720,700,1420,,,,,,,,
233325,600,620,1220,,,,,,,,
233327,650,720,1370,,,29,28,33,29,30,
233337,,,,,,35,35,31,34,34,
233350,660,670,1330,,,32,29,29,27,29,
233359,740,750,1440,,,,,,,,
233372,710,750,1460,,,34,34,30,34,33,
233393,670,630,1300,,,31,28,33,26,29,
233396,600,640,1240,,,24,25,24,24,24,
233398,520,550,1070,,,27,23,20,27,24,
233425,680,680,1360,,,,,,,,
233431,720,760,1480,,,35,35,35,33,34,
233535,590,580,1140,,,21,21,23,23,22,
233545,710,750,1460,,,35,35,36,34,35,
233550,650,660,1280,,,,,,,,
233557,640,630,1270,,,32,28,35,30,31,
233569,,,,,,23,27,22,28,25,
233599,,,,,,35,32,32,33,33,
233613,730,690,1420,,,28,30,34,31,30,
233620,,,,,,36,34,35,34,34,
233630,510,560,1070,,,,,,,,
233698,740,720,1460,,,30,25,35,33,31,
233710,720,690,1410,,,,,,,,
233721,760,780,1510,,,,,,,,
233725,680,790,1470,,,,,,,,
233742,600,570,1170,,,21,19,20,23,21,
233819,,,,,,32,32,29,34,30,
233827,,,,,,35,36,36,35,35,
233838,630,750,1380,,,31,34,32,36,33,
233850,,,,,,35,31,32,32,33,
233853,620,620,1240,,,,,,,,
233868,,,,,,32,31,33,33,32,
233897,,,,,,35,30,36,35,34,
233908,600,660,1230,,,,,,,,
233910,670,630,1300,,,34,29,36,35,34,
233933,630,570,1200,,,,,,,,
233944,660,650,1310,,,30,28,34,30,29,
233955,640,700,1340,,,,,,,,
233956,680,620,1270,,,,,,,,
233961,690,750,1440,,,,,,,,
233978,630,760,1390,,,,,,,,
233987,740,790,1530,,,,,,,,
234006,500,600,1100,,,,,,,,
234013,620,670,1290,,,23,27,24,25,25,
234123,670,670,1340,,,,,,,,
234129,550,610,1140,,,22,26,24,26,25,
234184,590,630,1220,,,28,35,31,33,31,
234195,740,770,1470,,,,,,,,
234199,640,680,1320,,,,,,,,
234206,640,640,1280,,,,,,,,
234255,570,580,1140,,,,,,,,
234267,540,680,1180,,,22,29,24,22,24,
234349,,,,,,31,30,36,36,33,
234390,580,640,,,,,,,,,
234392,670,650,1300,,,,,,,,
234393,,,,,,35,31,36,30,33,
234395,590,770,1360,,,30,35,27,35,31,
234409,640,600,1240,,,,,,,27,
234410,680,690,1370,,,33,35,33,35,34,
234482,580,690,1240,,,29,30,22,24,26,
234515,,,,,,35,31,36,36,35,
234531,710,760,1470,,,,,,,,
234541,620,680,1300,,,26,28,31,32,28,
234612,710,770,1480,,,,,,,,
234635,570,790,1340,,,,,,,,
234689,670,640,1310,,,,,,,,
234693,,,,,,34,35,36,35,34,
234699,,,,,,35,34,34,33,33,
234701,640,560,1180,,,,,,,,
234716,600,730,1330,,,28,32,28,32,30,
234729,680,610,1290,,,26,26,34,25,28,
234740,640,720,1360,,,,,,,,
234749,680,770,1450,,,36,33,34,31,33,
234814,570,610,1180,,,23,27,20,25,24,
234822,,,,,,32,36,34,32,34,
234826,620,670,1290,,,,,,,,
234858,500,550,1050,,,,,,,,
234861,660,690,1350,,,25,29,36,31,30,
234873,670,670,1340,,,24,27,34,26,27,
234926,720,710,1430,,,34,33,35,32,34,
234989,,,,,,33,34,33,35,33,
235002,690,780,1470,,,35,29,35,28,32,
235003,730,770,1500,,,34,35,36,33,35,
235039,,,,,,35,35,34,36,34,
235049,730,740,1440,,,33,31,33,35,33,
235072,560,610,1150,,,,,,,,
235132,660,730,1390,,,27,29,31,26,28,
235196,530,520,1030,,,,,,,,
235241,680,640,1280,,,,,,,,
235263,740,770,1510,,,35,35,34,35,34,
235290,,,,,,25,30,27,33,29,
235331,750,740,1490,,,,,,,,
235340,680,590,1260,,,30,26,34,29,29,
235357,,,,,,29,27,33,29,30,
235358,690,670,,,,,,,,,
235362,690,780,1470,,,,,,,,
235390,,,,,,28,30,31,34,30,
235407,550,530,1080,,,,,,,,
235415,,,,,,29,32,29,32,31,
235417,700,790,1490,,,,,,,,
235420,730,780,1510,,,36,36,36,36,36,
235455,640,680,1290,,,,,,,,
235460,670,720,1390,,,32,31,34,31,30,
235467,710,630,1340,,,33,31,34,28,31,
235487,670,750,1420,,,,,,,,
235507,,,,,,30,34,33,33,33,
235517,710,750,1460,,,33,30,32,27,31,
235525,650,770,1410,,,,,,,,
235579,,,,,,33,31,25,32,30,
235608,670,780,1450,,,27,36,32,32,31,
235615,690,780,1470,,,36,35,34,36,35,
235622,650,690,1340,,,29,29,32,30,29,
235642,610,640,1250,,,,,,,,
235650,680,760,1440,,,30,33,35,35,33,
235651,670,710,1380,,,35,32,25,33,30,
235666,570,580,1150,,,,,,,,
235728,780,730,1510,,,,,,,,
235778,740,710,1440,,,,,,,,
235806,,,,,,35,35,36,35,35,
235877,560,570,1130,,,22,23,20,20,21,
235878,590,740,1300,,,22,27,21,26,24,
235903,620,770,1390,,,,,,,,
235921,,,,,,35,32,35,33,34,
235947,,,,,,33,27,35,29,31,
235984,590,700,1280,,,,,,,,
235998,730,730,1460,,,,,,,,
236000,700,720,1420,,,33,30,31,34,32,
236005,570,770,1330,,,,,,,,
236011,640,640,1280,,,25,27,29,32,28,
236014,650,670,1310,,,30,26,31,27,28,
236035,680,770,1450,,,,,,,,
236085,750,740,1490,,,33,35,36,33,34,
236093,680,640,1270,,,,,,,,
236155,,,,,,35,32,36,34,34,
236160,,,,,,35,31,35,36,34,
236163,720,680,1400,,,,,,,,
236178,670,770,1440,,,,,,,,
236296,650,700,1350,,,,,,,,
236319,570,610,1180,,,27,27,30,26,27,
236321,560,550,1110,,,22,18,16,19,19,
236322,,,,,,35,34,32,33,33,
236391,,,,,,28,27,26,24,24,
236392,,,,,,28,34,30,27,30,
236409,670,690,1360,,,,,,,,
236410,,,,,,27,23,27,26,26,
236415,650,710,1360,,,32,31,33,33,32,
236419,710,700,1380,,,26,28,35,27,29,
236423,,,,,,32,34,32,34,33,
236440,750,790,1510,,,,,,,,
236464,670,670,1310,,,27,27,20,22,24,
236466,570,680,1230,,,26,29,24,29,27,
236471,710,800,1510,,,,,,,,
236494,,,,,,35,33,35,33,34,
236516,,,,,,26,28,29,25,27,
